Mois;Gare;Prévues;Assurées;Pourcentage de correspondances assurées
2016-01;ANTWERPEN-CENTRAAL;32459;29622;91.2597430604763
2016-01;CHARLEROI-SUD;15534;14320;92.18488476889404
2016-01;ZOTTEGEM;5934;5327;89.77081226828446
2016-02;CHARLEROI-SUD;17292;16102;93.11820495026602
2016-02;GENT-SINT-PIETERS;48343;43571;90.12887077756862
2016-02;MECHELEN;42994;40027;93.0990370749407
2016-02;NAMUR;17983;16574;92.16482233220263
2016-03;BRUGGE;18545;17775;95.8479374494473
2016-03;LEUVEN;39764;36591;92.02042048083695
2016-03;LIEGE-GUILLEMINS;33165;29833;89.95326398311472
2016-03;ZOTTEGEM;6067;5522;91.01697708917092
2016-04;BRUGGE;17978;17315;96.31215930581823
2016-04;CHARLEROI-SUD;17168;15713;91.52493010251631
2016-04;LEUVEN;38860;35929;92.45753988677303
2016-04;ZOTTEGEM;5549;5045;90.91728239322401
2016-05;BRUGGE;17161;16130;93.99219159722627
2016-05;GENT-SINT-PIETERS;47098;42167;89.53034099112489
2016-05;LEUVEN;33497;30739;91.76642684419501
2016-05;LIEGE-GUILLEMINS;26633;23995;90.09499493110052
2016-05;NAMUR;14031;12683;90.39270187442092
2016-06;BRUGGE;19262;18019;93.54687986709584
2016-06;LEUVEN;36759;32966;89.6814385592644
2016-06;NAMUR;15305;11927;77.92878144397257
2016-07;BRUGGE;22750;21985;96.63736263736263
2016-07;LIEGE-GUILLEMINS;30716;27838;90.63029040239614
2016-07;MECHELEN;37697;35451;94.04196620420723
2016-07;NAMUR;16120;14389;89.26178660049628
2016-08;GENT-SINT-PIETERS;52704;49015;93.0005312689739
2016-08;LIEGE-GUILLEMINS;28820;25809;89.55239417071478
2016-08;MONS;7825;7253;92.69009584664538
2016-08;ZOTTEGEM;5336;4930;92.3913043478261
2016-09;CHARLEROI-SUD;17877;15972;89.34384963920121
2016-09;LIEGE-GUILLEMINS;33662;30139;89.53419285841602
2016-10;LEUVEN;38844;34265;88.21182164555658
2016-10;MONS;8311;7111;85.56130429551197
2016-10;ZOTTEGEM;5850;5159;88.1880341880342
2016-11;ANTWERPEN-CENTRAAL;32361;28564;88.26674083001144
2016-11;CHARLEROI-SUD;16706;14639;87.62719980845205
2016-11;MONS;7706;6335;82.2086685699455
2016-12;BRUGGE;18673;17757;95.09452150163338
2016-12;MONS;8744;8105;92.69213174748398
2017-01;GENT-SINT-PIETERS;50427;45897;91.01671723481468
2017-01;ZOTTEGEM;5933;5510;92.87038597674027
2017-02;ANTWERPEN-CENTRAAL;32675;29651;90.7452180566182
2017-02;BRUGGE;16261;15294;94.05325625730275
2017-02;CHARLEROI-SUD;16509;15343;92.93718577745473
2017-02;GENT-SINT-PIETERS;45737;41391;90.49784638257866
2017-02;MONS;8250;7733;93.73333333333333
2017-02;NAMUR;17917;15719;87.73232125913937
2017-02;ZOTTEGEM;5672;5383;94.90479548660085
2017-03;CHARLEROI-SUD;18621;17298;92.89511841469309
2017-03;LIEGE-GUILLEMINS;34217;30433;88.94116959406144
2017-04;LEUVEN;37643;34890;92.68655526923996
2017-04;NAMUR;17150;15585;90.87463556851311
2017-05;BRUGGE;19230;18180;94.53978159126365
2017-05;NAMUR;19021;15693;82.50354870932128
2017-06;CHARLEROI-SUD;16644;14969;89.93631338620524
2017-06;MECHELEN;37637;34568;91.84579004702819
2017-07;GENT-SINT-PIETERS;50075;46310;92.48127808287569
2017-08;GENT-SINT-PIETERS;50907;47335;92.9832832419903
2017-08;LIEGE-GUILLEMINS;30158;27561;91.388686252404
2017-08;MECHELEN;38733;36818;95.05589548963415
2017-08;ZOTTEGEM;5293;5108;96.50481768373324
2017-09;MONS;8771;7974;90.91323680310113
2017-09;ZOTTEGEM;5775;5330;92.2943722943723
2017-10;CHARLEROI-SUD;16463;14226;86.41195407884346
2017-10;LIEGE-GUILLEMINS;32720;27286;83.39242053789732
2017-10;ZOTTEGEM;6032;5561;92.19164456233422
2017-11;MECHELEN;40229;36304;90.24335678242065
2017-11;NAMUR;16754;13293;79.342246627671
2017-12;ANTWERPEN-CENTRAAL;51652;45661;88.40122357314334
2017-12;BRUGGE;16212;15063;92.91265729089562
2017-12;CHARLEROI-SUD;15928;14079;88.39151180311401
2017-12;GENT-SINT-PIETERS;52977;47391;89.45580157426808
2017-12;LEUVEN;40996;36020;87.86223046150845
2017-12;LIEGE-GUILLEMINS;31507;26765;84.94937632906972
2017-12;MONS;9717;8649;89.00895338067305
2018-01;LEUVEN;42973;38815;90.32415702883205
2018-01;LIEGE-GUILLEMINS;32956;29165;88.49678359024153
2018-02;CHARLEROI-SUD;16080;14465;89.95646766169155
2018-02;MECHELEN;36993;33216;89.78996026275242
2018-03;CHARLEROI-SUD;18479;16841;91.13588397640565
2018-03;MECHELEN;41464;38168;92.05093575149527
2018-03;MONS;11322;10353;91.44144144144144
2018-03;ZOTTEGEM;7183;6755;94.04148684393707
2018-04;BRUGGE;15973;14956;93.63300569711387
2018-04;LEUVEN;37190;33527;90.1505781123958
2018-04;MECHELEN;38463;35570;92.47848581753894
2018-05;MECHELEN;41383;36344;87.82350240436895
2018-05;NAMUR;22959;20594;89.69902870334073
2018-06;LIEGE-GUILLEMINS;31755;26008;81.90206266729649
2018-06;MECHELEN;40149;35923;89.47420857306533
2018-07;BRUGGE;20113;18650;92.72609754884901
2018-07;CHARLEROI-SUD;15804;14358;90.85041761579346
2018-07;LIEGE-GUILLEMINS;32425;28007;86.37471087124132
2018-07;NAMUR;20984;18628;88.77239801753717
2018-07;ZOTTEGEM;5536;5233;94.52673410404624
2018-08;ANTWERPEN-CENTRAAL;51536;46535;90.29610369450481
2018-08;BRUGGE;21715;20629;94.9988487220815
2018-08;CHARLEROI-SUD;15662;14362;91.69965521644745
2018-08;GENT-SINT-PIETERS;57454;53718;93.49740662094894
2018-08;LEUVEN;42176;38888;92.2040971168437
2018-09;ANTWERPEN-CENTRAAL;51625;47141;91.31428571428572
2018-10;BRUGGE;16246;14970;92.14575895605071
2018-10;CHARLEROI-SUD;18884;16922;89.61025206524042
2018-10;GENT-SINT-PIETERS;59908;53802;89.80770514789343
2018-10;LIEGE-GUILLEMINS;34192;27166;79.45133364529715
2018-10;MONS;11316;9972;88.12301166489925
2018-10;NAMUR;25662;22177;86.4196087600343
2018-11;ANTWERPEN-CENTRAAL;51761;46208;89.27184559803713
2018-11;BRUGGE;15182;13826;91.06837043867738
2018-11;LEUVEN;40374;35398;87.67523653836628
2018-11;MECHELEN;39792;35339;88.80930840369923
2018-12;ANTWERPEN-CENTRAAL;49872;45069;90.36934552454284
2018-12;BRUGGE;16269;15546;95.5559653328416
2018-12;LEUVEN;40454;37248;92.07494932515944
2018-12;LIEGE-GUILLEMINS;33072;29437;89.00882922109338
2018-12;MECHELEN;38419;35223;91.68119940654364
2019-01;LEUVEN;42707;39243;91.88891750766854
2019-01;ZOTTEGEM;6945;6628;95.43556515478761
2019-02;BRUGGE;14813;14162;95.6052116384257
2019-02;LEUVEN;38475;35404;92.01819363222872
2019-02;LIEGE-GUILLEMINS;30121;27269;90.53152285780685
2019-02;MECHELEN;36413;33032;90.71485458490099
2019-02;MONS;9442;8711;92.25799618724847
2019-02;NAMUR;21117;19306;91.42397120803145
2019-03;ANTWERPEN-CENTRAAL;51291;47179;91.98299896668031
2019-03;MONS;10243;9352;91.30137654983892
2019-04;ANTWERPEN-CENTRAAL;48175;43806;90.93098079916969
2019-04;BRUGGE;16179;15509;95.85882934668398
2019-04;MONS;9395;8513;90.61202767429484
2019-04;NAMUR;19208;17475;90.97771761765931
2019-05;BRUGGE;16891;16224;96.05115150079924
2019-05;GENT-SINT-PIETERS;54742;49965;91.27361075590954
2019-05;MECHELEN;37768;33855;89.63937725058251
2019-05;NAMUR;18626;16607;89.16031354021261
2019-05;ZOTTEGEM;6449;6099;94.57280198480385
2019-06;ANTWERPEN-CENTRAAL;48287;43006;89.0633089651459
2019-06;BRUGGE;16431;15624;95.08855212707687
2019-06;LIEGE-GUILLEMINS;30177;26714;88.52437286675283
2019-06;MECHELEN;36873;33260;90.20150245437041
2019-07;BRUGGE;20805;19593;94.17447728911318
2019-07;GENT-SINT-PIETERS;53497;49564;92.64818587958203
2019-07;LIEGE-GUILLEMINS;12672;11027;87.01862373737373
2019-08;ANTWERPEN-CENTRAAL;50360;46493;92.32128673550437
2019-08;BRUGGE;20739;19997;96.42219972033367
2019-08;MECHELEN;36874;34247;92.87573900309161
2019-08;MONS;9041;8603;95.15540316336688
2019-09;ANTWERPEN-CENTRAAL;51784;47557;91.83724702610844
2019-09;BRUGGE;16356;15533;94.96820738566886
2019-09;CHARLEROI-SUD;17408;16225;93.20427389705883
2019-09;LEUVEN;41777;38667;92.5557124733705
2019-09;MONS;10147;9483;93.45619394895043
2019-09;NAMUR;17686;16521;93.41286893588149
2019-10;MONS;10098;9254;91.64190928896812
2019-10;NAMUR;19099;17400;91.10424629561757
2019-10;ZOTTEGEM;7145;6719;94.03778866340097
2019-11;CHARLEROI-SUD;16991;15209;89.51209463833794
2019-11;GENT-SINT-PIETERS;51935;47778;91.99576393568884
2019-11;LIEGE-GUILLEMINS;29910;25181;84.18923436977599
2019-11;MECHELEN;36779;33095;89.98341444846244
2019-11;MONS;9606;8666;90.21444930251926
2019-11;NAMUR;21253;18836;88.62748788406343
2019-12;ANTWERPEN-CENTRAAL;49022;44789;91.3651013830525
2019-12;BRUGGE;15391;14663;95.26996296536937
2019-12;GENT-SINT-PIETERS;50879;47694;93.74004992236482
2019-12;NAMUR;21561;19694;91.34084689949445
2020-01;LEUVEN;43110;40230;93.31941544885177
2020-02;CHARLEROI-SUD;16400;15019;91.57926829268293
2020-02;LIEGE-GUILLEMINS;32152;28971;90.10636974371734
2020-03;ANTWERPEN-CENTRAAL;36975;34643;93.69303583502366
2020-03;GENT-SINT-PIETERS;42310;40182;94.97045615693689
2020-03;LIEGE-GUILLEMINS;26777;24421;91.2014041901632
2020-04;CHARLEROI-SUD;5985;5710;95.40517961570593
2020-04;GENT-SINT-PIETERS;20109;19408;96.5139987070466
2020-04;LIEGE-GUILLEMINS;8642;8262;95.60286970608655
2020-04;MECHELEN;13096;12532;95.69334147831398
2020-04;MONS;3907;3804;97.36370616841566
2020-05;CHARLEROI-SUD;15093;13612;90.18750414099252
2020-05;MONS;7928;7371;92.97426841574168
2020-05;NAMUR;21187;20118;94.95445320243545
2020-06;LEUVEN;38967;36844;94.55180024122976
2020-07;LEUVEN;36083;34331;95.14452789402212
2020-07;MECHELEN;23709;22349;94.26378168627947
2020-07;MONS;9219;8827;95.74791192103265
2020-08;BRUGGE;20053;19358;96.53418441131004
2020-08;LEUVEN;38186;36052;94.41156444770334
2020-08;MONS;8755;8361;95.49971444888635
2020-08;ZOTTEGEM;3498;3394;97.02687249857061
2020-09;LEUVEN;42059;38884;92.45108062483654
2020-09;LIEGE-GUILLEMINS;32642;30081;92.15427976226947
2020-09;MECHELEN;40667;37982;93.3975951016795
2020-09;NAMUR;20040;18502;92.32534930139721
2020-10;BRUGGE;14978;14288;95.39324342368808
2020-10;CHARLEROI-SUD;16015;14612;91.23946300343428
2020-10;GENT-SINT-PIETERS;52656;49065;93.18026435733819
2020-10;LEUVEN;42310;39319;92.93074923186008
2020-11;CHARLEROI-SUD;13134;12102;92.14253083599817
2020-11;GENT-SINT-PIETERS;48182;44535;92.43078328006308
2020-11;MECHELEN;32249;29618;91.84160749170516
2020-11;MONS;8897;8265;92.8964819602113
2020-12;BRUGGE;15626;15070;96.44182772302572
2020-12;CHARLEROI-SUD;15956;15095;94.60391075457508
2020-12;NAMUR;22037;20969;95.15360530017698
2020-12;ZOTTEGEM;7038;6850;97.3287865870986
2021-01;CHARLEROI-SUD;16047;14837;92.45964977877485
2021-01;LEUVEN;41560;39201;94.32386910490857
2021-01;LIEGE-GUILLEMINS;30866;28795;93.29035184345234
2021-01;MECHELEN;37314;34435;92.28439727716139
2021-01;ZOTTEGEM;7302;7082;96.98712681457134
2021-02;ANTWERPEN-CENTRAAL;36521;33548;91.85947810848553
2021-02;LIEGE-GUILLEMINS;28918;26268;90.8361574106093
2021-03;ANTWERPEN-CENTRAAL;46864;43827;93.51954592010925
2021-03;GENT-SINT-PIETERS;53082;49183;92.65476055913491
2021-03;ZOTTEGEM;7553;7191;95.2072024361181
2021-04;BRUGGE;14776;14280;96.64320519761776
2021-04;CHARLEROI-SUD;13566;12647;93.22571133716644
2021-04;NAMUR;18256;17181;94.1115249780894
2021-04;ZOTTEGEM;5992;5801;96.81241655540721
2021-05;BRUGGE;16113;15610;96.87829702724508
2021-05;CHARLEROI-SUD;15150;14137;93.31353135313532
2021-05;LEUVEN;38636;36408;94.23335749042344
2021-05;MONS;10016;9412;93.96964856230032
2021-05;NAMUR;20402;18906;92.66738555043624
2021-06;ANTWERPEN-CENTRAAL;45486;42040;92.42404256254672
2021-06;CHARLEROI-SUD;16545;14938;90.28709579933515
2021-06;LEUVEN;42026;38656;91.98115452339029
2021-07;ANTWERPEN-CENTRAAL;43273;40890;94.4931019342315
2021-08;GENT-SINT-PIETERS;55781;53345;95.63292160413044
2021-08;NAMUR;19461;17710;91.00251785622527
2021-09;BRUGGE;14614;13883;94.9979471739428
2021-09;CHARLEROI-SUD;16922;14778;87.3301028247252
2021-09;LEUVEN;42564;39288;92.30335494784325
2021-09;MECHELEN;38921;35236;90.53210349168829
2021-09;NAMUR;24266;21832;89.96950465672133
2021-10;ANTWERPEN-CENTRAAL;49389;44401;89.9005851505396
2021-10;BRUGGE;15135;14366;94.9190617773373
2021-10;LEUVEN;41201;37656;91.39583990679839
2021-10;MONS;9121;8212;90.03398750137046
2021-11;MECHELEN;35513;32701;92.08177287190607
2021-11;NAMUR;21107;19658;93.13497891694699
2021-12;LIEGE-GUILLEMINS;34665;31557;91.03418433578537
2022-01;ANTWERPEN-CENTRAAL;46223;42693;92.36310927460354
2022-01;BRUGGE;14682;14082;95.91336330200245
2022-01;GENT-SINT-PIETERS;50480;47433;93.96394611727416
2022-01;LIEGE-GUILLEMINS;32593;30264;92.8542938667812
2022-02;GENT-SINT-PIETERS;44910;41568;92.55845023380094
2022-03;BRUGGE;15116;14388;95.18391108758931
2022-03;GENT-SINT-PIETERS;53998;49417;91.51635245749843
2022-03;LIEGE-GUILLEMINS;34075;30782;90.3360234776229
2022-04;ANTWERPEN-CENTRAAL;42639;37915;88.92094092262953
2022-04;CHARLEROI-SUD;13826;12335;89.21596991176045
2022-04;NAMUR;21201;19393;91.47210037262393
2022-05;LEUVEN;39363;35414;89.96773619896857
2022-06;CHARLEROI-SUD;16799;15239;90.71373296029526
2022-06;GENT-SINT-PIETERS;52686;47812;90.74896556960104
2022-06;LEUVEN;41633;37355;89.72449739389427
2022-06;LIEGE-GUILLEMINS;29480;25354;86.00407055630936
2022-07;GENT-SINT-PIETERS;50210;46621;92.85202150965944
2022-07;MECHELEN;32141;29342;91.29149684203976
2022-07;MONS;9110;8355;91.71240395170143
2022-08;BRUGGE;15996;15085;94.30482620655164
2022-08;LEUVEN;41098;37577;91.43267312277969
2022-08;LIEGE-GUILLEMINS;16920;14870;87.88416075650119
2022-08;ZOTTEGEM;8455;8036;95.04435245416913
2022-09;ANTWERPEN-CENTRAAL;48255;43413;89.9658066521604
2022-09;CHARLEROI-SUD;13195;11712;88.76089427813567
2022-09;GENT-SINT-PIETERS;51514;46773;90.79667663159529
2022-09;MECHELEN;35753;32148;89.91693004782816
2022-09;NAMUR;18115;16529;91.24482473088601
2022-10;BRUGGE;14649;13831;94.41600109222472
2022-10;LEUVEN;40069;35315;88.13546632059696
2022-10;MECHELEN;32800;27967;85.26524390243902
2022-10;MONS;7383;6323;85.64269267235541
2022-11;LEUVEN;35112;30621;87.2095010252905
2022-11;MECHELEN;30279;26641;87.98507216222464
2022-12;LEUVEN;41065;35531;86.52380372580056
2022-12;MECHELEN;33452;28531;85.28936984335765
2022-12;MONS;9193;7706;83.82464918960079
2022-12;NAMUR;19706;17262;87.59768598396428
2022-12;ZOTTEGEM;8611;8005;92.96248983857856
2023-01;BRUGGE;15705;14908;94.92518306271887
2023-01;MONS;9921;8896;89.6683802036085
2023-01;ZOTTEGEM;8725;8158;93.50143266475645
2023-02;ANTWERPEN-CENTRAAL;38272;32689;85.4123118729097
2023-02;MONS;9284;8168;87.97931925894011
2023-02;NAMUR;20598;18638;90.48451305952034
2023-02;ZOTTEGEM;7942;7445;93.74213044573155
2023-03;LEUVEN;42435;37900;89.31306704371391
2023-03;LIEGE-GUILLEMINS;33130;29425;88.81678237247208
2023-03;MECHELEN;35701;31379;87.89389652950898
2023-03;MONS;9814;8900;90.68677399633177
2023-04;ANTWERPEN-CENTRAAL;43711;38973;89.16062318409553
2023-04;CHARLEROI-SUD;11035;10157;92.04349796103307
2023-04;LEUVEN;38165;33702;88.30603956504652
2023-05;CHARLEROI-SUD;13191;12249;92.85876734136912
2023-05;GENT-SINT-PIETERS;47376;41697;88.0129179331307
2023-05;LEUVEN;39635;34422;86.8474832849754
2023-05;LIEGE-GUILLEMINS;27424;23355;85.16263127187864
2023-06;MECHELEN;34765;30945;89.0119372932547
2023-07;LEUVEN;39722;36417;91.67967373244046
2023-07;LIEGE-GUILLEMINS;18480;16292;88.16017316017316
2023-07;ZOTTEGEM;7353;6995;95.1312389500884
2023-08;ANTWERPEN-CENTRAAL;47180;42682;90.46629927935565
2023-08;ZOTTEGEM;7956;7627;95.8647561588738
2023-09;ANTWERPEN-CENTRAAL;48412;42547;87.8852350656862
2023-09;ZOTTEGEM;8334;7671;92.04463642908567
2023-10;LIEGE-GUILLEMINS;33892;29671;87.5457335064322
2023-10;MECHELEN;42228;37576;88.98361276877901
2023-11;LIEGE-GUILLEMINS;28582;24387;85.32293051570919
2023-11;MONS;8732;7469;85.53595968850206
2023-11;NAMUR;19967;17820;89.24725797565985
2023-12;ANTWERPEN-CENTRAAL;44066;37703;85.56029591975673
2023-12;ZOTTEGEM;7329;6858;93.57347523536636
2024-01;ANTWERPEN-CENTRAAL;50446;42792;84.82734012607541
2024-01;BRUGGE;14971;14001;93.5208068933271
2024-01;LIEGE-GUILLEMINS;34085;29004;85.09314947924307
2024-02;ANTWERPEN-CENTRAAL;48911;42414;86.71668949725012
2024-02;NAMUR;22756;20991;92.2438038319564
2024-03;ANTWERPEN-CENTRAAL;50662;45008;88.83976155698551
2024-03;GENT-SINT-PIETERS;48225;43372;89.93675479523068
2024-03;LIEGE-GUILLEMINS;36056;32134;89.12247614821389
2024-03;NAMUR;22981;21283;92.61128758539662
2024-04;ANTWERPEN-CENTRAAL;48035;42075;87.5923805558447
2024-04;MECHELEN;39279;35801;91.14539575854782
2024-05;NAMUR;20440;18606;91.02739726027397
2024-05;ZOTTEGEM;7966;7420;93.14586994727593
2016-01;NAMUR;16059;14724;91.68690453951055
2016-02;ANTWERPEN-CENTRAAL;34280;31876;92.98716452742124
2016-02;LEUVEN;37580;34326;91.34113890367217
2016-02;MONS;8382;7735;92.28107850155094
2016-03;MECHELEN;43957;40761;92.72925813863549
2016-03;MONS;8797;7885;89.6328293736501
2016-03;NAMUR;18388;16428;89.34087448335872
2016-04;MONS;8499;7871;92.61089539945876
2016-04;NAMUR;17561;15698;89.39126473435454
2016-05;ANTWERPEN-CENTRAAL;30983;27856;89.90736855695059
2016-05;MECHELEN;34991;31520;90.08030636449372
2016-05;MONS;6889;6370;92.46625054434607
2016-06;ANTWERPEN-CENTRAAL;33283;30442;91.46411080731906
2016-06;CHARLEROI-SUD;14676;12873;87.71463614063778
2016-06;LIEGE-GUILLEMINS;25827;22077;85.48031130212567
