Mois;Type de train;Instant;Instant;Instant;Ponctualité;Nombre de trains;Nombre de train avec moins de 6 min. de retard;Minutes de retard
2016-07;L;Weekends;Weekends;Weekends;96.34111617312074;7024;6767;6807.0
2016-07;P;Ochtendspits;Pointe du matin;Morning peak hour;92.11099020674646;1838;1693;3123.0
2016-07;S;Ochtendspits;Pointe du matin;Morning peak hour;96.33360193392426;2482;2391;3107.0
2016-07;S;Daluren;Heures creuses;Off-peak hours;95.31914893617022;8930;8512;11288.0
2016-08;IC;Avondspits;Pointe du soir;Evening peak hour;86.30317205086976;6841;5904;18653.0
2016-08;IC;Daluren;Heures creuses;Off-peak hours;90.18734251177737;27383;24696;56718.0
2016-08;L;Ochtendspits;Pointe du matin;Morning peak hour;94.3800695249131;3452;3258;4736.0
2016-08;L;Avondspits;Pointe du soir;Evening peak hour;91.70182841068917;3555;3260;6324.0
2016-08;P;Weekends;Weekends;Weekends;100.0;4;4;0.0
2016-08;P;Daluren;Heures creuses;Off-peak hours;81.67832167832168;715;584;2346.0
2016-08;S;Ochtendspits;Pointe du matin;Morning peak hour;92.70571325907294;2783;2580;5259.0
2016-09;IC;Avondspits;Pointe du soir;Evening peak hour;87.36524363949978;6957;6078;17486.0
2016-09;IC;Weekends;Weekends;Weekends;87.28105906313645;9820;8571;23215.0
2016-09;IC;Daluren;Heures creuses;Off-peak hours;89.48867734025674;27732;24817;61985.0
2016-09;L;Weekends;Weekends;Weekends;93.26456310679612;4944;4611;7132.0
2016-09;P;Weekends;Weekends;Weekends;60.0;10;6;62.0
2016-09;S;Avondspits;Pointe du soir;Evening peak hour;89.6783625730994;3420;3067;7360.0
2016-09;S;Weekends;Weekends;Weekends;95.40972458347501;2941;2806;3573.0
2016-09;S;Daluren;Heures creuses;Off-peak hours;93.86354851178972;10348;9713;15765.0
2016-10;IC;Ochtendspits;Pointe du matin;Morning peak hour;81.08387987573352;5794;4698;19164.0
2016-10;IC;Weekends;Weekends;Weekends;87.7322808748561;12162;10670;28639.0
2016-10;L;Daluren;Heures creuses;Off-peak hours;89.08600077130735;12965;11550;26110.0
2016-10;P;Weekends;Weekends;Weekends;83.33333333333334;18;15;70.0
2016-10;S;Avondspits;Pointe du soir;Evening peak hour;80.16581632653062;3136;2514;12560.0
2016-11;IC;Ochtendspits;Pointe du matin;Morning peak hour;72.09653092006033;5304;3824;25714.0
2016-11;IC;Daluren;Heures creuses;Off-peak hours;79.62698445088357;24503;19511;97845.0
2016-11;L;Ochtendspits;Pointe du matin;Morning peak hour;81.64556962025317;3160;2580;10761.0
2016-11;L;Avondspits;Pointe du soir;Evening peak hour;82.49774842389674;3331;2748;10468.0
2016-11;L;Daluren;Heures creuses;Off-peak hours;86.4755097067663;12311;10646;30230.0
2016-11;P;Daluren;Heures creuses;Off-peak hours;80.26584867075664;978;785;3630.0
2016-11;S;Daluren;Heures creuses;Off-peak hours;85.9262444898398;9301;7992;25840.0
2016-12;L;Ochtendspits;Pointe du matin;Morning peak hour;89.22511312217195;3536;3155;7495.0
2016-12;L;Avondspits;Pointe du soir;Evening peak hour;89.38730853391685;3656;3268;7590.0
2016-12;P;Daluren;Heures creuses;Off-peak hours;85.56304138594803;1039;889;2748.0
2016-12;S;Ochtendspits;Pointe du matin;Morning peak hour;87.19262295081968;2928;2553;7725.0
2017-01;IC;Avondspits;Pointe du soir;Evening peak hour;86.82862578662373;6833;5933;17637.0
2017-01;P;Ochtendspits;Pointe du matin;Morning peak hour;86.16852146263912;3774;3252;9836.0
2017-01;P;Daluren;Heures creuses;Off-peak hours;87.73234200743495;1076;944;2485.0
2017-01;S;Ochtendspits;Pointe du matin;Morning peak hour;86.56766790415121;2963;2565;7827.0
2017-01;S;Avondspits;Pointe du soir;Evening peak hour;86.472550803761;3297;2851;8573.0
2017-02;L;Daluren;Heures creuses;Off-peak hours;91.71226901419621;12609;11564;20897.0
2017-02;P;Avondspits;Pointe du soir;Evening peak hour;84.04196576477084;3622;3044;9957.0
2017-02;S;Ochtendspits;Pointe du matin;Morning peak hour;90.56535830032409;2777;2515;5683.0
2017-02;S;Avondspits;Pointe du soir;Evening peak hour;84.84748010610079;3016;2559;9179.0
2017-03;IC;Weekends;Weekends;Weekends;88.4278094204864;11061;9781;24246.0
2017-03;L;Ochtendspits;Pointe du matin;Morning peak hour;91.50537634408602;3720;3404;6291.0
2017-03;L;Avondspits;Pointe du soir;Evening peak hour;90.63885267275099;3835;3476;7222.0
2017-03;L;Weekends;Weekends;Weekends;94.48209099709584;5165;4880;6034.0
2017-03;L;Daluren;Heures creuses;Off-peak hours;92.30502359145156;14412;13303;22357.0
2017-03;P;Avondspits;Pointe du soir;Evening peak hour;85.14992860542598;4202;3578;11177.0
2017-03;S;Ochtendspits;Pointe du matin;Morning peak hour;89.25307280176489;3173;2832;6762.0
2017-03;S;Daluren;Heures creuses;Off-peak hours;92.38973246565438;11064;10222;19541.0
2017-04;IC;Ochtendspits;Pointe du matin;Morning peak hour;89.86656352736415;5171;4647;10361.0
2017-04;IC;Weekends;Weekends;Weekends;92.44972446861804;13973;12918;25203.0
2017-04;IC;Daluren;Heures creuses;Off-peak hours;91.5526055408971;24256;22207;44202.0
2017-04;L;Avondspits;Pointe du soir;Evening peak hour;92.29323308270678;3192;2946;5110.0
2017-05;IC;Ochtendspits;Pointe du matin;Morning peak hour;85.52400981423064;5706;4880;15417.0
2017-05;L;Ochtendspits;Pointe du matin;Morning peak hour;91.83372641509435;3392;3115;5605.0
2017-05;L;Weekends;Weekends;Weekends;94.76367006487489;6474;6135;7191.0
2017-05;L;Daluren;Heures creuses;Off-peak hours;88.59147410966217;13113;11617;27218.0
2017-05;P;Daluren;Heures creuses;Off-peak hours;84.63611859838275;1113;942;3273.0
2017-05;S;Ochtendspits;Pointe du matin;Morning peak hour;90.8780321147933;2927;2660;5963.0
2017-05;S;Weekends;Weekends;Weekends;87.96191339832238;4411;3880;9266.0
2017-06;L;Weekends;Weekends;Weekends;95.25354276933584;5857;5579;6429.0
2017-06;L;Daluren;Heures creuses;Off-peak hours;89.16845658177354;13036;11624;27500.0
2017-06;P;Ochtendspits;Pointe du matin;Morning peak hour;89.91163475699558;4074;3663;8178.0
2017-06;P;Weekends;Weekends;Weekends;100.0;6;6;10.0
2017-06;P;Daluren;Heures creuses;Off-peak hours;83.34833483348335;1111;926;3531.0
2017-06;S;Ochtendspits;Pointe du matin;Morning peak hour;92.43353783231085;2934;2712;5269.0
2017-06;S;Avondspits;Pointe du soir;Evening peak hour;82.58845437616388;3222;2661;10409.0
2017-07;IC;Ochtendspits;Pointe du matin;Morning peak hour;90.86080586080585;5460;4961;9966.0
2017-07;IC;Weekends;Weekends;Weekends;93.64980220695399;14409;13494;18817.0
2017-07;L;Ochtendspits;Pointe du matin;Morning peak hour;93.95910780669145;3228;3033;4679.0
2017-07;P;Weekends;Weekends;Weekends;90.0;10;9;25.0
2017-07;P;Daluren;Heures creuses;Off-peak hours;91.00294985250737;678;617;1220.0
2017-07;S;Ochtendspits;Pointe du matin;Morning peak hour;95.4054054054054;2590;2471;3273.0
2017-07;S;Daluren;Heures creuses;Off-peak hours;95.21282356763781;9233;8791;11760.0
2017-08;IC;Ochtendspits;Pointe du matin;Morning peak hour;92.44562510376889;6023;5568;9431.0
2017-08;IC;Weekends;Weekends;Weekends;93.33562941277769;11614;10840;16882.0
2017-08;L;Ochtendspits;Pointe du matin;Morning peak hour;95.82172701949861;3590;3440;3576.0
2017-08;L;Daluren;Heures creuses;Off-peak hours;94.84731433568982;13721;13014;15242.0
2017-08;P;Ochtendspits;Pointe du matin;Morning peak hour;91.53339604891816;2126;1946;3498.0
2017-08;P;Avondspits;Pointe du soir;Evening peak hour;88.20171265461465;2102;1854;4636.0
2017-08;S;Weekends;Weekends;Weekends;95.20665901262916;3484;3317;4535.0
2017-08;S;Daluren;Heures creuses;Off-peak hours;94.98970487302677;10199;9688;13439.0
2017-09;L;Avondspits;Pointe du soir;Evening peak hour;86.68384879725086;3492;3027;8137.0
2017-09;L;Daluren;Heures creuses;Off-peak hours;90.90631442315033;13097;11906;23213.0
2017-09;P;Weekends;Weekends;Weekends;85.71428571428571;7;6;19.0
2017-09;S;Ochtendspits;Pointe du matin;Morning peak hour;85.89524135570011;2921;2509;8069.0
2017-10;IC;Weekends;Weekends;Weekends;84.11416262789444;11142;9372;33104.0
2017-10;S;Avondspits;Pointe du soir;Evening peak hour;79.76792621243678;3361;2681;12293.0
2017-10;S;Daluren;Heures creuses;Off-peak hours;87.94326241134752;10716;9424;25857.0
2017-11;IC;Avondspits;Pointe du soir;Evening peak hour;71.98786039453718;6590;4744;32908.0
2017-11;L;Ochtendspits;Pointe du matin;Morning peak hour;84.1246290801187;3370;2835;10167.0
2017-11;L;Weekends;Weekends;Weekends;90.0208986415883;5742;5169;10933.0
2017-11;S;Avondspits;Pointe du soir;Evening peak hour;74.68740469655383;3279;2449;14625.0
2017-11;S;Weekends;Weekends;Weekends;92.65683723619543;3459;3205;5938.0
2017-12;IC;Ochtendspits;Pointe du matin;Morning peak hour;80.31156156156156;5328;4279;18498.0
2017-12;IC;Weekends;Weekends;Weekends;93.15793236576822;13987;13030;20032.0
2017-12;IC;Daluren;Heures creuses;Off-peak hours;82.69667648296172;23770;19657;81779.0
2017-12;L;Ochtendspits;Pointe du matin;Morning peak hour;87.98155181768855;3686;3243;8518.0
2017-12;L;Weekends;Weekends;Weekends;94.80191773908655;7926;7514;9789.0
2017-12;S;Ochtendspits;Pointe du matin;Morning peak hour;84.02974504249292;2824;2373;8255.0
2017-12;S;Weekends;Weekends;Weekends;96.00617828773169;4532;4351;5064.0
2017-12;S;Daluren;Heures creuses;Off-peak hours;88.93099321898684;10028;8918;22788.0
2018-01;IC;Weekends;Weekends;Weekends;92.2067698766728;11433;10542;17422.0
2018-01;P;Avondspits;Pointe du soir;Evening peak hour;82.83309957924264;3565;2953;10315.0
2018-01;P;Weekends;Weekends;Weekends;68.75;64;44;363.0
2018-02;IC;Weekends;Weekends;Weekends;88.21690278456278;10235;9029;22494.0
2018-02;IC;Daluren;Heures creuses;Off-peak hours;85.1715218589662;23583;20086;67023.0
2018-02;L;Ochtendspits;Pointe du matin;Morning peak hour;86.38911128903123;3747;3237;10100.0
2018-02;P;Daluren;Heures creuses;Off-peak hours;85.14090520922288;1171;997;3108.0
2018-03;L;Weekends;Weekends;Weekends;94.70139200718455;6681;6327;7683.0
2018-03;P;Ochtendspits;Pointe du matin;Morning peak hour;87.85956964892412;4415;3879;9846.0
2018-03;P;Avondspits;Pointe du soir;Evening peak hour;83.93039918116683;3908;3280;11154.0
2018-03;P;Daluren;Heures creuses;Off-peak hours;85.76864535768645;1314;1127;3454.0
2018-03;S;Ochtendspits;Pointe du matin;Morning peak hour;88.67983693947946;3189;2828;7348.0
2018-04;IC;Avondspits;Pointe du soir;Evening peak hour;80.3214224653787;5849;4698;21067.0
2018-04;IC;Weekends;Weekends;Weekends;89.9500673694222;12617;11349;24415.0
2018-04;L;Weekends;Weekends;Weekends;94.63114205382247;7469;7068;9104.0
2018-04;L;Daluren;Heures creuses;Off-peak hours;91.29937761971294;15746;14376;27085.0
2018-04;S;Avondspits;Pointe du soir;Evening peak hour;83.65384615384616;3016;2523;8950.0
2018-04;S;Weekends;Weekends;Weekends;93.75903614457832;4150;3891;5909.0
2018-05;IC;Ochtendspits;Pointe du matin;Morning peak hour;82.10124164278892;5235;4298;16113.0
2018-05;IC;Avondspits;Pointe du soir;Evening peak hour;76.16259042369961;5806;4422;26074.0
2018-05;L;Avondspits;Pointe du soir;Evening peak hour;85.11281693417074;4299;3659;11367.0
2018-05;S;Avondspits;Pointe du soir;Evening peak hour;81.33033419023135;3112;2531;10960.0
2018-06;L;Avondspits;Pointe du soir;Evening peak hour;79.84972677595628;4392;3507;14606.0
2018-06;P;Ochtendspits;Pointe du matin;Morning peak hour;87.26497869140135;3989;3481;9433.0
2018-06;P;Avondspits;Pointe du soir;Evening peak hour;80.05689900426742;3515;2814;12440.0
2018-06;P;Weekends;Weekends;Weekends;72.72727272727273;44;32;267.0
2018-06;P;Daluren;Heures creuses;Off-peak hours;82.27236099919419;1241;1021;3864.0
2018-06;S;Ochtendspits;Pointe du matin;Morning peak hour;89.79454361737959;2969;2666;6249.0
2018-06;S;Avondspits;Pointe du soir;Evening peak hour;80.02528445006321;3164;2532;11801.0
2018-06;S;Daluren;Heures creuses;Off-peak hours;88.85990338164251;10350;9197;23759.0
2018-07;L;Ochtendspits;Pointe du matin;Morning peak hour;93.13893653516296;4081;3801;5907.0
2018-07;P;Ochtendspits;Pointe du matin;Morning peak hour;90.69175991861648;1966;1783;4180.0
2018-07;P;Avondspits;Pointe du soir;Evening peak hour;79.18781725888326;1773;1404;6272.0
2018-07;S;Weekends;Weekends;Weekends;94.78921183555904;3819;3620;5014.0
2018-08;IC;Ochtendspits;Pointe du matin;Morning peak hour;91.7003367003367;5940;5447;10843.0
2018-08;IC;Avondspits;Pointe du soir;Evening peak hour;86.17861482381531;6584;5674;17671.0
2018-08;L;Ochtendspits;Pointe du matin;Morning peak hour;92.93916442707061;4093;3804;6117.0
